GIS_ST_NAME,GIS_ST_ABBR,GIS_PC_NAME,ST_CODE,PC_CODE,PC_ID,DISTRICT,GIS_Dist_code,AREA_GEO,Tot_area,Pct_Area,POP,Tot_pop,Pct_pop
Uttar Pradesh,UP,Agra,S24,18,S24_18,Firozabad,147,1.683401198,2402.346787,0.000700732,1072.97079,2051072.818,0.000523127
Uttar Pradesh,UP,Firozabad,S24,20,S24_20,Firozabad,147,2338.956711,2402.346787,0.97361327,2009833.049,2051072.818,0.979893562
Uttar Pradesh,UP,Mainpuri,S24,21,S24_21,Firozabad,147,61.7064874,2402.346787,0.02568592,38947.49161,2051072.818,0.018988839
Uttar Pradesh,UP,Firozabad,S24,20,S24_20,Mainpuri,148,10.08033335,2699.133434,0.003734655,6299.389997,1904584.153,0.003307488
Uttar Pradesh,UP,Mainpuri,S24,21,S24_21,Mainpuri,148,2689.052932,2699.133434,0.996265282,1898621.551,1904584.153,0.996869342
Uttar Pradesh,UP,Budaun,S24,23,S24_23,Budaun,149,3490.020512,5076.608107,0.687470933,2736290.177,3852257.736,0.710308179
Uttar Pradesh,UP,Aonla,S24,24,S24_24,Budaun,149,1586.587269,5076.608107,0.312529003,1114555.407,3852257.736,0.289325244
Uttar Pradesh,UP,Budaun,S24,23,S24_23,Bareilly,150,21.11924568,3784.151299,0.005580973,19384.09704,4582690.272,0.004229851
Uttar Pradesh,UP,Aonla,S24,24,S24_24,Bareilly,150,1604.40965,3784.151299,0.423981369,1740588.533,4582690.272,0.379818061
Uttar Pradesh,UP,Bareilly,S24,25,S24_25,Bareilly,150,1678.909814,3784.151299,0.443668786,2262261.871,4582690.272,0.49365367
Uttar Pradesh,UP,Pilibhit,S24,26,S24_26,Bareilly,150,479.7124557,3784.151299,0.126768836,559391.511,4582690.272,0.122066183
Uttar Pradesh,UP,Aonla,S24,24,S24_24,Pilibhit,151,51.53778519,3591.829157,0.014348618,35675.11234,2115092.917,0.016866924
Uttar Pradesh,UP,Bareilly,S24,25,S24_25,Pilibhit,151,44.51844357,3591.829157,0.012394366,29843.85083,2115092.917,0.014109948
Uttar Pradesh,UP,Pilibhit,S24,26,S24_26,Pilibhit,151,3495.772672,3591.829157,0.973256945,2050056.971,2115092.917,0.969251494
Uttar Pradesh,UP,Shahjahanpur,S24,27,S24_27,Shahjahanpur,152,4651.993387,4651.993663,0.999999941,3117413.337,3117724.251,0.999900275
Uttar Pradesh,UP,Kheri,S24,28,S24_28,Kheri,153,5230.199953,7707.708606,0.678567421,2648306.383,4172260.172,0.634741429
Uttar Pradesh,UP,Dhaurahra,S24,29,S24_29,Kheri,153,2477.508302,7707.708606,0.321432533,1524674.306,4172260.172,0.365431263
Uttar Pradesh,UP,Dhaurahra,S24,29,S24_29,Sitapur,154,1531.626656,5778.417522,0.26505988,1203937.585,4623679.73,0.26038516
Uttar Pradesh,UP,Sitapur,S24,30,S24_30,Sitapur,154,2762.131098,5778.417522,0.478008224,2235910.555,4623679.73,0.483578164
Uttar Pradesh,UP,Misrikh,S24,32,S24_32,Sitapur,154,756.5322314,5778.417522,0.130923774,605667.9403,4623679.73,0.130992624
Uttar Pradesh,UP,Mohanlalganj,S24,34,S24_34,Sitapur,154,683.8907767,5778.417522,0.118352607,546219.6605,4623679.73,0.118135272
Uttar Pradesh,UP,Bahraich,S24,56,S24_56,Sitapur,154,44.23658527,5778.417522,0.007655484,32395.06307,4623679.73,0.007006338
Uttar Pradesh,UP,Hardoi,S24,31,S24_31,Hardoi,155,3789.318983,6008.966644,0.630610753,2656233.658,4264417.932,0.622883052
Uttar Pradesh,UP,Misrikh,S24,32,S24_32,Hardoi,155,2198.96699,6008.966644,0.365947611,1596111.33,4264417.932,0.374285859
Uttar Pradesh,UP,Mohanlalganj,S24,34,S24_34,Hardoi,155,0.908360586,6008.966644,0.000151168,666.387486,4264417.932,0.000156267
Uttar Pradesh,UP,Kannauj,S24,42,S24_42,Hardoi,155,19.77212878,6008.966644,0.003290437,11341.38769,4264417.932,0.002659539
Uttar Pradesh,UP,Misrikh,S24,32,S24_32,Unnao,156,57.56502059,4596.520249,0.012523609,26439.46259,3260461.514,0.008109117
Uttar Pradesh,UP,Unnao,S24,33,S24_33,Unnao,156,4512.709368,4596.520249,0.98176645,3216858.203,3260461.514,0.986626644
Uttar Pradesh,UP,Kanpur,S24,43,S24_43,Unnao,156,1.940930212,4596.520249,0.000422261,2362.285084,3260461.514,0.000724525
Uttar Pradesh,UP,Akbarpur,S24,44,S24_44,Unnao,156,24.30474691,4596.520249,0.005287641,13976.80622,3260461.514,0.004286757
Uttar Pradesh,UP,Mohanlalganj,S24,34,S24_34,Lucknow,157,2310.405876,2538.499441,0.910146301,2864239.93,4837520.182,0.592088472
Uttar Pradesh,UP,Lucknow,S24,35,S24_35,Lucknow,157,228.0933639,2538.499441,0.08985362,1972828.389,4837520.182,0.407818121
Uttar Pradesh,UP,Rae Bareli,S24,36,S24_36,Rae Bareli,158,3308.006265,4617.178816,0.716456173,2553768.425,3530377.201,0.72336985
Uttar Pradesh,UP,Amethi,S24,37,S24_37,Rae Bareli,158,1309.17227,4617.178816,0.283543766,976395.7605,3530377.201,0.276569813
Uttar Pradesh,UP,Etah,S24,22,S24_22,Farrukhabad,159,1.405913678,2184.485979,0.00064359,1200.38204,1937354.175,0.000619599
Uttar Pradesh,UP,Farrukhabad,S24,40,S24_40,Farrukhabad,159,2183.029081,2184.485979,0.99933307,1936693.525,1937354.175,0.999658994
Uttar Pradesh,UP,Kannauj,S24,42,S24_42,Kannauj,160,2074.227843,2074.282238,0.999973776,1695288.25,1695642.457,0.999791108
Uttar Pradesh,UP,Mainpuri,S24,21,S24_21,Etawah,161,751.9420581,2324.769809,0.323447963,618972.9133,1681971.116,0.368004484
Uttar Pradesh,UP,Etawah,S24,41,S24_41,Etawah,161,1572.472123,2324.769809,0.676399064,1061504.828,1681971.116,0.631107644
Uttar Pradesh,UP,Kannauj,S24,42,S24_42,Etawah,161,0.35539719,2324.769809,0.000152874,240.1731439,1681971.116,0.000142793
Uttar Pradesh,UP,Mainpuri,S24,21,S24_21,Auraiya,162,9.518069301,2006.307559,0.004744073,6531.004425,1355125.377,0.004819484
Uttar Pradesh,UP,Etawah,S24,41,S24_41,Auraiya,162,1187.450998,2006.307559,0.591858907,809968.8475,1355125.377,0.597707682
Uttar Pradesh,UP,Kannauj,S24,42,S24_42,Auraiya,162,809.3384577,2006.307559,0.403397004,537799.1161,1355125.377,0.396862995
Uttar Pradesh,UP,Misrikh,S24,32,S24_32,Kanpur Dehat,163,54.26271293,3211.823899,0.016894673,19637.98781,1214132.489,0.016174502
Uttar Pradesh,UP,Etawah,S24,41,S24_41,Kanpur Dehat,163,824.2261568,3211.823899,0.256622462,296662.7218,1214132.489,0.244341309
Uttar Pradesh,UP,Kannauj,S24,42,S24_42,Kanpur Dehat,163,869.136794,3211.823899,0.27060537,306104.7116,1214132.489,0.252118047
Uttar Pradesh,UP,Akbarpur,S24,44,S24_44,Kanpur Dehat,163,680.9477515,3211.823899,0.212012792,289262.0685,1214132.489,0.238245884
Uttar Pradesh,UP,Jalaun,S24,45,S24_45,Kanpur Dehat,163,783.2504958,3211.823899,0.243864708,302029.8391,1214132.489,0.248761846
Uttar Pradesh,UP,Misrikh,S24,32,S24_32,Kanpur Nagar,164,737.5192847,2878.074362,0.256254423,313429.3041,5568902.6,0.056282059
Uttar Pradesh,UP,Unnao,S24,33,S24_33,Kanpur Nagar,164,8.501732972,2878.074362,0.002953966,8339.421663,5568902.6,0.001497498
Uttar Pradesh,UP,Kanpur,S24,43,S24_43,Kanpur Nagar,164,109.8922971,2878.074362,0.038182577,2126847.457,5568902.6,0.381915004
Uttar Pradesh,UP,Akbarpur,S24,44,S24_44,Kanpur Nagar,164,2002.422147,2878.074362,0.695750664,3093054.936,5568902.6,0.55541552
Uttar Pradesh,UP,Jalaun,S24,45,S24_45,Kanpur Nagar,164,19.68474754,2878.074362,0.006839555,27136.21275,5568902.6,0.004872812
Uttar Pradesh,UP,Jalaun,S24,45,S24_45,Jalaun,165,4570.579961,4570.580234,0.99999994,1734215.715,1734215.715,1
Uttar Pradesh,UP,Jalaun,S24,45,S24_45,Jhansi,166,1831.309701,5065.405989,0.36153266,767040.3889,2074929.767,0.369670531
Uttar Pradesh,UP,Jhansi,S24,46,S24_46,Jhansi,166,3234.095785,5065.405989,0.638467241,1308169.379,2074929.767,0.630464414
Uttar Pradesh,UP,Jhansi,S24,46,S24_46,Lalitpur,167,5046.772255,5046.772573,0.999999937,1268055.566,1268394.206,0.999733017
Uttar Pradesh,UP,Hamirpur,S24,47,S24_47,Hamirpur,168,4260.569149,4260.569312,0.999999962,1159380.593,1159380.593,1
Uttar Pradesh,UP,Hamirpur,S24,47,S24_47,Mahoba,169,2871.125772,2871.125943,0.99999994,922095.7222,922095.7222,1
Uttar Pradesh,MP,Khajuraho,S12,8,S12_8,Banda,170,1.981918473,4531.344486,0.00043738,787.332777,1859377.944,0.000423439
Uttar Pradesh,UP,Hamirpur,S24,47,S24_47,Banda,170,1508.125638,4531.344486,0.332820787,633763.6449,1859377.944,0.340847135
Uttar Pradesh,UP,Banda,S24,48,S24_48,Banda,170,3021.236636,4531.344486,0.666741768,1224782.571,1859377.944,0.65870555
Uttar Pradesh,UP,Banda,S24,48,S24_48,Chitrakoot,171,3081.284306,3081.284512,0.999999933,1019281.628,1019617.317,0.99967077
Uttar Pradesh,UP,Fatehpur,S24,49,S24_49,Fatehpur,172,4174.116501,4174.116726,0.999999946,2713772.173,2714673.391,0.99966802
Uttar Pradesh,UP,Pratapgarh,S24,39,S24_39,Pratapgarh,173,2529.042071,3712.138837,0.681289731,2285978.414,3302208.63,0.692257416
Uttar Pradesh,UP,Kaushambi,S24,50,S24_50,Pratapgarh,173,1183.09648,3712.138837,0.318710192,1016551.309,3302208.63,0.30783982
Uttar Pradesh,UP,Kaushambi,S24,50,S24_50,Kaushambi,174,2028.449127,2028.576992,0.999936968,1298679.022,1299334.396,0.999495607
Uttar Pradesh,UP,Kaushambi,S24,50,S24_50,Allahabad,175,2.354424162,5215.777087,0.000451404,9803.82697,6516976.753,0.001504352
Uttar Pradesh,UP,Phulpur,S24,51,S24_51,Allahabad,175,1385.250131,5215.777087,0.265588446,1930986.263,6516976.753,0.296300929
Uttar Pradesh,UP,Allahabad,S24,52,S24_52,Allahabad,175,3004.528949,5215.777087,0.576046273,3541786.414,6516976.753,0.543470776
Uttar Pradesh,UP,Sant Ravi Das Nagar (Bhadohi),S24,78,S24_78,Allahabad,175,823.2223578,5215.777087,0.157833117,1033769.181,6516976.753,0.158627109
Uttar Pradesh,UP,Barabanki,S24,53,S24_53,Bara Banki,176,3053.295415,3791.959015,0.805202641,2388521.303,2932831.035,0.814408084
Uttar Pradesh,UP,Faizabad,S24,54,S24_54,Bara Banki,176,738.6633507,3791.959015,0.194797293,544714.7906,2932831.035,0.185730028
Uttar Pradesh,UP,Amethi,S24,37,S24_37,Faizabad,177,2735.312666,2735.312666,1,,3007837.02,
Uttar Pradesh,UP,Sultanpur,S24,38,S24_38,Faizabad,177,2735.312666,2735.312666,1,,3007837.02,
Uttar Pradesh,UP,Faizabad,S24,54,S24_54,Faizabad,177,2144.388997,2735.312666,0.783964855,2310918.176,3007837.02,0.768299
Uttar Pradesh,UP,Faizabad,S24,54,S24_54,Faizabad,177,2735.312666,2735.312666,1,,3007837.02,
Uttar Pradesh,UP,Faizabad,S24,54,S24_54,Faizabad,177,2735.312666,2735.312666,1,,3007837.02,
Uttar Pradesh,UP,Ambedkar Nagar,S24,55,S24_55,Faizabad,177,582.5681469,2735.312666,0.212980459,692644.2273,3007837.02,0.23027984
Uttar Pradesh,UP,Basti,S24,61,S24_61,Faizabad,177,8.161076503,2735.312666,0.002983599,4813.072399,3007837.02,0.001600177
Uttar Pradesh,UP,Ambedkar Nagar,S24,55,S24_55,Ambedkar Nagar,178,1881.23403,2314.812291,0.812693987,2029068.237,2483134.071,0.817140025
Uttar Pradesh,UP,Sant Kabir Nagar,S24,62,S24_62,Ambedkar Nagar,178,433.5781117,2314.812291,0.187305949,455109.1631,2483134.071,0.183280141
Uttar Pradesh,UP,Amethi,S24,37,S24_37,Sultanpur,179,1835.016746,4415.268956,0.415607014,1623392.726,3930304.161,0.413045062
Uttar Pradesh,UP,Sultanpur,S24,38,S24_38,Sultanpur,179,2580.25192,4415.268956,0.58439292,2306985.092,3930304.161,0.586973679
Uttar Pradesh,UP,Bahraich,S24,56,S24_56,Bahraich,180,3432.694801,4324.852541,0.793713721,2862526.616,3817306.449,0.749881272
Uttar Pradesh,UP,Kaisarganj,S24,57,S24_57,Bahraich,180,879.2763313,4324.852541,0.203307818,950164.9752,3817306.449,0.248909798
Uttar Pradesh,UP,Shrawasti,S24,58,S24_58,Bahraich,180,12.88115617,4324.852541,0.002978404,5359.750935,3817306.449,0.001404066
Uttar Pradesh,UP,Bahraich,S24,56,S24_56,Shrawasti,181,163.6436462,2504.166178,0.065348557,73750.53782,898023.546,0.082125394
Uttar Pradesh,UP,Kaisarganj,S24,57,S24_57,Shrawasti,181,413.7275306,2504.166178,0.165215685,186837.189,898023.546,0.208053775
Uttar Pradesh,UP,Shrawasti,S24,58,S24_58,Shrawasti,181,1926.794953,2504.166178,0.769435739,638446.6663,898023.546,0.710946466
Uttar Pradesh,UP,Shrawasti,S24,58,S24_58,Balrampur,182,2735.235984,3323.089014,0.823100426,1748801.846,2199463.209,0.795103932
Uttar Pradesh,UP,Gonda,S24,59,S24_59,Balrampur,182,587.8528119,3323.089014,0.176899508,452332.8162,2199463.209,0.205656005
Uttar Pradesh,UP,Kaisarganj,S24,57,S24_57,Gonda,183,1887.441964,4035.131148,0.467752322,1619502.657,3563088.215,0.45452219
Uttar Pradesh,UP,Shrawasti,S24,58,S24_58,Gonda,183,23.1676023,4035.131148,0.005741474,10805.08055,3563088.215,0.003032504
Uttar Pradesh,UP,Gonda,S24,59,S24_59,Gonda,183,2124.521439,4035.131148,0.526506168,1932712.648,3563088.215,0.542426269
Uttar Pradesh,UP,Domriaganj,S24,60,S24_60,Siddharth Nagar,184,2809.380899,2831.293132,0.992260698,2127127.437,2144339.52,0.991973247
Uttar Pradesh,UP,Basti,S24,61,S24_61,Siddharth Nagar,184,17.90774365,2831.293132,0.006324935,13764.79645,2144339.52,0.006419131
Uttar Pradesh,UP,Sant Kabir Nagar,S24,62,S24_62,Siddharth Nagar,184,4.004200352,2831.293132,0.001414266,3159.808742,2144339.52,0.001473558
Uttar Pradesh,UP,Faizabad,S24,54,S24_54,Basti,185,65.61944813,2882.359623,0.022765878,31323.08825,2847965.464,0.010998409
Uttar Pradesh,UP,Ambedkar Nagar,S24,55,S24_55,Basti,185,78.01726977,2882.359623,0.027067153,42925.2906,2847965.464,0.015072265
Uttar Pradesh,UP,Basti,S24,61,S24_61,Basti,185,2706.730019,2882.359623,0.939067421,2733791.499,2847965.464,0.959910341
Uttar Pradesh,UP,Sant Kabir Nagar,S24,62,S24_62,Basti,185,31.7700164,2882.359623,0.011022225,39561.88824,2847965.464,0.013891281
Uttar Pradesh,UP,Domriaganj,S24,60,S24_60,Sant Kabir Nagar,186,3.819932656,1598.578665,0.002389581,2873.089952,1983315.56,0.00144863
Uttar Pradesh,UP,Basti,S24,61,S24_61,Sant Kabir Nagar,186,30.32988826,1598.578665,0.018973035,34906.4695,1983315.56,0.017600058
Uttar Pradesh,UP,Sant Kabir Nagar,S24,62,S24_62,Sant Kabir Nagar,186,1564.428765,1598.578665,0.978637335,1945752.395,1983315.56,0.981060419
Uttar Pradesh,UP,Maharajganj,S24,63,S24_63,Maharajganj,187,2863.722222,2897.950492,0.988188801,2450321.166,2480546.036,0.987815235
Uttar Pradesh,UP,Gorakhpur,S24,64,S24_64,Maharajganj,187,34.2281182,2897.950492,0.011811147,31106.23134,2480546.036,0.012540074
Uttar Pradesh,UP,Sant Kabir Nagar,S24,62,S24_62,Gorakhpur,188,462.7975511,3361.242022,0.137686471,613892.7209,4895198.242,0.125407122
Uttar Pradesh,UP,Maharajganj,S24,63,S24_63,Gorakhpur,188,33.25246479,3361.242022,0.00989291,33194.77743,4895198.242,0.00678109
Uttar Pradesh,UP,Gorakhpur,S24,64,S24_64,Gorakhpur,188,1636.995778,3361.242022,0.487021097,2605367.801,4895198.242,0.532229273
Uttar Pradesh,UP,Bansgaon,S24,67,S24_67,Gorakhpur,188,1228.196154,3361.242022,0.3653995,1643013.699,4895198.242,0.335637827
Uttar Pradesh,BR,Valmiki Nagar,S04,1,S04_1,Kushinagar,189,2884.795466,2884.795466,1,,3647841.07,
Uttar Pradesh,BR,Valmiki Nagar,S04,1,S04_1,Kushinagar,189,2884.795466,2884.795466,1,,3647841.07,
Uttar Pradesh,UP,Kushi Nagar,S24,65,S24_65,Kushinagar,189,2040.446323,2884.795466,0.707310569,2587506.615,3647841.07,0.709325479
Uttar Pradesh,UP,Kushi Nagar,S24,65,S24_65,Kushinagar,189,2884.795466,2884.795466,1,,3647841.07,
Uttar Pradesh,UP,Deoria,S24,66,S24_66,Kushinagar,189,844.3488541,2884.795466,0.292689331,1061733.366,3647841.07,0.291058011
Uttar Pradesh,UP,Deoria,S24,66,S24_66,Kushinagar,189,2884.795466,2884.795466,1,,3647841.07,
Uttar Pradesh,UP,Deoria,S24,66,S24_66,Deoria,190,1034.889817,2553.544298,0.405275842,1362508.888,3221343.448,0.422962938
Uttar Pradesh,UP,Bansgaon,S24,67,S24_67,Deoria,190,799.6373354,2553.544298,0.313148018,963812.4743,3221343.448,0.299195814
Uttar Pradesh,UP,Salempur,S24,71,S24_71,Deoria,190,718.9730265,2553.544298,0.281558862,894682.3223,3221343.448,0.277735776
Uttar Pradesh,UP,Sant Kabir Nagar,S24,62,S24_62,Azamgarh,191,7.575634394,4269.647324,0.0017743,8080.40803,5177704.355,0.001560616
Uttar Pradesh,UP,Lalganj,S24,68,S24_68,Azamgarh,191,2227.126789,4269.647324,0.521618443,2685445.304,5177704.355,0.518655589
Uttar Pradesh,UP,Lalganj,S24,68,S24_68,Azamgarh,191,4269.647324,4269.647324,1,,5177704.355,
Uttar Pradesh,UP,Lalganj,S24,68,S24_68,Azamgarh,191,4269.647324,4269.647324,1,,5177704.355,
Uttar Pradesh,UP,Azamgarh,S24,69,S24_69,Azamgarh,191,2033.541797,4269.647324,0.476278635,2482275.454,5177704.355,0.479416221
Uttar Pradesh,UP,Ghosi,S24,70,S24_70,Azamgarh,191,1.40289754,4269.647324,0.000328575,1476.158866,5177704.355,0.000285099
Uttar Pradesh,UP,Jaunpur,S24,73,S24_73,Azamgarh,191,4269.647324,4269.647324,1,,5177704.355,
Uttar Pradesh,UP,Machhlishahr,S24,74,S24_74,Azamgarh,191,4269.647324,4269.647324,1,,5177704.355,
Uttar Pradesh,UP,Azamgarh,S24,69,S24_69,Mau,192,56.46966525,1693.70591,0.033340892,65210.25841,1869139.119,0.034887857
Uttar Pradesh,UP,Ghosi,S24,70,S24_70,Mau,192,1630.781324,1693.70591,0.962847986,1796705.253,1869139.119,0.961247472
Uttar Pradesh,UP,Salempur,S24,71,S24_71,Mau,192,6.454846273,1693.70591,0.003811079,6990.810044,1869139.119,0.003740123
Uttar Pradesh,BR,Siwan,S04,18,S04_18,Ballia,193,3003.634599,3003.634599,1,,3320507.623,
Uttar Pradesh,UP,Ghosi,S24,70,S24_70,Ballia,193,471.7670149,3003.634599,0.157065382,527681.2019,3320507.623,0.158915823
Uttar Pradesh,UP,Salempur,S24,71,S24_71,Ballia,193,1282.104026,3003.634599,0.426850865,1408190.234,3320507.623,0.424088842
Uttar Pradesh,UP,Salempur,S24,71,S24_71,Ballia,193,3003.634599,3003.634599,1,,3320507.623,
Uttar Pradesh,UP,Ballia,S24,72,S24_72,Ballia,193,1249.763388,3003.634599,0.416083697,1384046.619,3320507.623,0.416817781
Uttar Pradesh,UP,Jaunpur,S24,73,S24_73,Jaunpur,194,2291.734893,4031.158013,0.568505349,2673249.389,4645285.766,0.575475767
Uttar Pradesh,UP,Machhlishahr,S24,74,S24_74,Jaunpur,194,1736.429598,4031.158013,0.430752055,1968709.619,4645285.766,0.423808075
Uttar Pradesh,UP,Chandauli,S24,76,S24_76,Jaunpur,194,2.993284859,4031.158013,0.000742537,3624.258929,4645285.766,0.000780202
Uttar Pradesh,UP,Ballia,S24,72,S24_72,Ghazipur,195,929.1504199,3381.202345,0.274798822,1012464.544,3743141.949,0.270485212
Uttar Pradesh,UP,Ghazipur,S24,75,S24_75,Ghazipur,195,2452.051695,3381.202345,0.725201111,2729056.019,3743141.949,0.729081626
Uttar Pradesh,UP,Chandauli,S24,76,S24_76,Chandauli,196,1179.458414,2531.772025,0.465862804,1342950.302,2001331.111,0.671028544
Uttar Pradesh,UP,Robertsganj,S24,80,S24_80,Chandauli,196,1352.304954,2531.772025,0.534133777,658032.899,2001331.111,0.328797616
Uttar Pradesh,UP,Machhlishahr,S24,74,S24_74,Varanasi,197,378.4995484,1549.097587,0.24433551,594983.2462,3867669.536,0.153835078
Uttar Pradesh,UP,Chandauli,S24,76,S24_76,Varanasi,197,570.0471429,1549.097587,0.367986593,908882.383,3867669.536,0.23499484
Uttar Pradesh,UP,Varanasi,S24,77,S24_77,Varanasi,197,600.5290935,1549.097587,0.387663823,2362865.863,3867669.536,0.610927547
Uttar Pradesh,UP,Sant Ravi Das Nagar (Bhadohi),S24,78,S24_78,Sant Ravi Das Nagar(bhadohi),198,1007.902757,1007.927873,0.999975081,1603108.385,1603873.438,0.999522996
Uttar Pradesh,UP,Mirzapur,S24,79,S24_79,Mirzapur,199,4511.377409,4511.377693,0.999999937,2580163.35,2581012.946,0.999670828
Uttar Pradesh,UP,Robertsganj,S24,80,S24_80,Sonbhadra,200,6778.415487,6779.658687,0.999816628,1928036.599,1929673.206,0.999151873
Uttar Pradesh,CG,Surguja,S26,1,S26_1,Sonbhadra,200,1.242976164,6779.658687,0.000183339,162.735266,1929673.206,8.43331E-05
Uttar Pradesh,UP,Hathras,S24,16,S24_16,Etah,201,2.432549488,2512.367687,0.00096823,1642.035101,1887449.139,0.000869976
Uttar Pradesh,UP,Agra,S24,18,S24_18,Etah,201,674.1001321,2512.367687,0.26831269,476452.6468,1887449.139,0.252432045
Uttar Pradesh,UP,Firozabad,S24,20,S24_20,Etah,201,0.547517868,2512.367687,0.000217929,364.1514835,1887449.139,0.000192933
Uttar Pradesh,UP,Etah,S24,22,S24_22,Etah,201,1190.081541,2512.367687,0.47368924,950734.3301,1887449.139,0.503713881
Uttar Pradesh,UP,Farrukhabad,S24,40,S24_40,Etah,201,645.2058916,2512.367687,0.256811889,458237.544,1887449.139,0.2427814
Uttar Pradesh,UP,Etah,S24,22,S24_22,Kansiram Nagar,202,1950.799408,1965.647883,0.992446015,1440138.261,1447843.491,0.994678134
Uttar Pradesh,UP,Farrukhabad,S24,40,S24_40,Kansiram Nagar,202,14.8483767,1965.647883,0.007553935,8254.371847,1447843.491,0.005701149
Bihar,BR,Valmiki Nagar,S04,1,S04_1,Pashchim Champaran,203,4213.054377,5246.801236,0.802975792,3092903.573,4062353.44,0.761357577
Bihar,BR,Pashchim Champaran,S04,2,S04_2,Pashchim Champaran,203,1030.942677,5246.801236,0.196489753,968815.0141,4062353.44,0.238486146
Bihar,BR,Purba Champaran,S04,3,S04_3,Pashchim Champaran,203,2.80394488,5246.801236,0.00053441,3403.571028,4062353.44,0.000837832
Bihar,BR,Pashchim Champaran,S04,2,S04_2,Purba Champaran,204,994.3738315,3978.076352,0.249963486,1319875.603,5237744.339,0.251993132
Bihar,BR,Purba Champaran,S04,3,S04_3,Purba Champaran,204,2085.369042,3978.076352,0.524215439,2729881.233,5237744.339,0.521194059
Bihar,BR,Sheohar,S04,4,S04_4,Purba Champaran,204,898.3333291,3978.076352,0.225821038,1187826.613,5237744.339,0.226782091
Bihar,BR,Purba Champaran,S04,3,S04_3,Sheohar,205,1.432663448,288.0921823,0.004972934,1740.891736,341310.2738,0.005100613
Bihar,BR,Sheohar,S04,4,S04_4,Sheohar,205,286.6595186,288.0921823,0.995027065,339636.7236,341310.2738,0.99509669
Bihar,BR,Purba Champaran,S04,3,S04_3,Sitamarhi,206,1.853726804,2330.150209,0.00079554,2305.080339,3845071.834,0.00059949
Bihar,BR,Sheohar,S04,4,S04_4,Sitamarhi,206,571.1140106,2330.150209,0.245097508,833992.7933,3845071.834,0.216899145
Bihar,BR,Sitamarhi,S04,5,S04_5,Sitamarhi,206,1757.182225,2330.150209,0.754106846,3009911.621,3845071.834,0.782797241
Bihar,BR,Darbhanga,S04,14,S04_14,Madhubani,207,20.20246049,3437.564978,0.005876968,26998.87673,4596721.323,0.005873507
Bihar,BR,Madhubani,S04,6,S04_6,Madhubani,207,1124.157055,3437.564978,0.327021325,1538197.964,4596721.323,0.334629371
Bihar,BR,Jhanjharpur,S04,7,S04_7,Madhubani,207,2293.205217,3437.564978,0.667101635,3033387.368,4596721.323,0.659902386
Bihar,BR,Supaul,S04,8,S04_8,Supaul,208,2397.056815,2397.292788,0.999901567,2298916.337,2298916.337,1
Bihar,BR,Araria,S04,9,S04_9,Araria,209,2805.239696,2805.419252,0.999935997,2875182.628,2875182.628,1
Bihar,BR,Kishanganj,S04,10,S04_10,Kishanganj,210,1932.510913,1932.553217,0.99997811,1748271.066,1748271.066,1
Bihar,BR,Kishanganj,S04,10,S04_10,Purnia,211,870.2750803,3240.275747,0.268580562,813376.7251,3387608.512,0.240103519
Bihar,BR,Purnia,S04,12,S04_12,Purnia,211,2369.891688,3240.275747,0.731385806,2574125.745,3387608.512,0.759865178
Bihar,BR,Katihar,S04,11,S04_11,Katihar,212,2588.093142,3056.63759,0.846712463,2610745.474,3166834.538,0.824402236
Bihar,BR,Purnia,S04,12,S04_12,Katihar,212,468.5441971,3056.63759,0.153287455,555608.0254,3166834.538,0.175445865
Bihar,BR,Madhepura,S04,13,S04_13,Madhepura,213,1385.271121,1835.078989,0.754883648,1553111.679,2055114.211,0.755730105
Bihar,BR,Supaul,S04,8,S04_8,Madhepura,213,449.807742,1835.078989,0.245116284,502113.7932,2055114.211,0.244324033
Bihar,BR,Madhepura,S04,13,S04_13,Saharsa,214,1177.304177,1686.058492,0.698258206,1380299.565,1959492.863,0.704416735
Bihar,BR,Khagaria,S04,25,S04_25,Saharsa,214,508.7205769,1686.058492,0.301721785,578924.3043,1959492.863,0.295445988
Bihar,BR,Madhepura,S04,13,S04_13,Darbhanga,215,2285.733402,2285.733402,1,,4049654.789,
Bihar,BR,Madhepura,S04,13,S04_13,Darbhanga,215,2285.733402,2285.733402,1,,4049654.789,
Bihar,BR,Darbhanga,S04,14,S04_14,Darbhanga,215,1457.038337,2285.733402,0.637448941,2675377.693,4049654.789,0.660643396
Bihar,BR,Darbhanga,S04,14,S04_14,Darbhanga,215,2285.733402,2285.733402,1,,4049654.789,
Bihar,BR,Samastipur,S04,23,S04_23,Darbhanga,215,308.9432242,2285.733402,0.13516153,495547.3272,4049654.789,0.122367795
Bihar,BR,Samastipur,S04,23,S04_23,Darbhanga,215,2285.733402,2285.733402,1,,4049654.789,
Bihar,BR,Madhubani,S04,6,S04_6,Darbhanga,215,519.7517578,2285.733402,0.227389492,878557.7763,4049654.789,0.216946338
Bihar,BR,Muzaffarpur,S04,15,S04_15,Muzaffarpur,216,1484.830982,3181.533393,0.466702938,2448679.97,4968259.228,0.492864776
Bihar,BR,Vaishali,S04,16,S04_16,Muzaffarpur,216,1696.702145,3181.533393,0.533296978,2519474.356,4968259.228,0.50711411
Bihar,BR,Gopalganj,S04,17,S04_17,Gopalganj,217,2038.226789,2038.227023,0.999999885,2629727.332,2629727.332,1
